,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISBSG dataÿ       Release               February 2015,6760 rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rating,Rating,Software Age,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Sizing,Sizing,Sizing,Sizing,Effort,Effort,Effort,Productivity,Productivity,Productivity,Other Metrics,Other Metrics,Other Metrics,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Quality Delivered,Quality Delivered,Quality Delivered,Quality Delivered,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,Project Attributes,Project Attributes,Project Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Other Size,Other Size,Other Size
20961,B,C,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Data Warehouse;,Enhancement,,4GL,,IFPUG 4+,,S,48,,541,541,541,,,11.3,,,,8.1,1.3,06-Aug-2004,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Code data not counted;,,4GL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20963,B,A,1999,,,Business Application,Transaction/Production System;,New Development,PC,3GL,JavaScript,IFPUG 4+,140,M1,140,1.00,1453,1453,1453,10.4,10.4,10.4,,63.6,,2.2,0.00,01-Oct-1999,,,,,238,560,74,581,,,,,,,,,,,,Yes,,Client server,Yes,,,,100%;,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,PC;,JavaScript;HTML;C;,Solaris 2.6;,,,Oracle 8.05;,,,,Oracle PL;,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,140,,,,,,,,,
20964,B,,2008,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,COSMIC,294,M1,,,9318,9318,8293,31.7,31.7,28.2,34.0,49.0,3.3,6.0,0.00,03-Apr-2008,Planning;Design;Build;Test;Implement;,426,,633,4869,1712,653,0,10,0,0,10,,Software-CMM Level 5,,,,,,,,Multi-tier,,,,,,Web,,,,,,,,,,,,,,,,,,,,,COSMIC 3.0,COSMIC 3.0;,,,J2EE;,Windows NT;,Eclipse;,,Oracle 9i;,Weblogic;,Weblogic;,,MQ Server;,,,,,,,,,,,,,,,,,MR   (Mid range),,,1,15-20,15,6.8,,5% - 10% of recorded effort,,,,,,294,,,57,104,95,38,,,
20967,A,A,2001,Communication,Communications;,Business Application,Electronic Data Interchange;,Enhancement,MR,3GL,C++,IFPUG 4+,299,M1,322,1.08,5242,6316,5242,17.5,21.1,16.3,,23.0,,13.0,,Jan-2001,Specification;Build;Test;,,,,,,,5242,,,,,Telecommunications;,,,,,,,,,Client server,Yes,,,Unix;,,,,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Counted each table as a logical file;,SUN;,C++;,UNIX;,,,Oracle;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,100%,,78,100,67,54,0,179,106,14,,,,,,,
20968,B,B,1999,Insurance,Insurance;,,,New Development,MF,3GL,PL/I,FiSMA,98,S,,,1187,1187,1187,12.1,12.1,12.1,,,,5.0,1.0,30-Sep-1999,Build;Test;Implement;,,,,1100,88,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pair testing;,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,Mainframe;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,2 - 5,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20969,B,A,2002,Wholesale & Retail,Ordering;,Business Application,Stock control & order processing;,Enhancement,MF,3GL,C,IFPUG 4+,50,S,57,1.14,1132,1132,1132,22.6,22.6,19.9,,,,,,Nov-2002,,,,,,,,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,UNIX;,C;C++;COBOL;COBOL II;Java;HTML;PL/I;SQL;Calibrated;,UNIX;,,,Oracle;,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20971,A,B,1995,Insurance,Insurance;,,,Enhancement,MF,,,IFPUG 4+,68,S,68,,910,910,910,13.4,13.4,13.4,,17.0,,4.0,0.00,Nov-1995,Planning;Specification;Build;Test;Implement;,,,,,,,910,,,,,Insurance;,,,,,,,No,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,IFPUG 4,IFPUG 4;,Combined all tables into a single file;,Mainframe;,,,,Don't Know,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,In-house for internal business unit;,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,,
20973,B,A,2000,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,IFPUG 4+,370,M2,370,,1505,1505,1400,4.1,4.1,3.8,,80.4,,4.6,0.00,20-Dec-2000,Planning;Specification;Build;Test;,,,,,,,1400,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,PL/I;,MVS ESA;,,,IMS;,,,,,,,,,,,,,Yes,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,Unable to estimate,33,44,293,0,0,0,370,0,,,,,,,
20975,B,B,2010,Manufacturing,Manufacturing;,Business Application,Parts documentation;,Enhancement,MR,3GL,Java,IFPUG 4+,142,M1,142,,,1651,1519,,11.6,10.7,0.0,28.4,,5.0,,19-Jun-2010,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,"Product, Process & Design;",,,,,,,No,,Client server,Yes,,,Client server;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,Java;JEE;,UNIX;,,,Oracle;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,,,,,Purchased;Medium relationship;,,,Staff hours (recorded),3,,,,,,,,,,,,,,,,,,,,
20979,B,B,2005,Banking,Banking;,Business Application,Client Server;,New Development,Multi,4GL,Visual Basic,IFPUG 4+,1500,L,1500,,5279,10613,9610,3.5,7.1,6.4,1.3,365.9,26.1,4.1,,10-Jun-2005,,1075,,287,2898,6,10,,,,,2,,,,,,,,,,Client server,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,Visual Basic;,Windows 95-2k;,,,SQL Server;,,,,% of language recorded 100%;,,,,,,,,,,,,,,,,,,,Recorded hours on each project/day/week,4,9-14,14,,,,,,,,,,,,,,,,,,
20981,B,C,2006,Manufacturing,Manufacturing;,Real-Time Application,Embedded system/real-time application;,Enhancement,Multi,4GL,,IFPUG 4+,,S,30,,1507,1507,1507,,,50.2,,,,,,2006,,,,,,,,1507,,,,,,,,,,,,,,Client server,Yes,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,5GL;,,,,Interactive;,,,,Client/server;,,,,,,,,,,Yes,,,,,,,DE   (Mobile or Device Embedded),,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20985,B,A,1998,,,,,New Development,,,,IFPUG 4+,391,M2,391,1.00,3247,3247,3247,8.3,8.3,8.3,,39.1,4.3,10.0,0.00,Apr-1998,Planning;Specification;Build;Test;,224,613,,1649,826,,-65,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,9-14,9,,,,,,,,,,,,,,,,,,
20993,C,C,2006,,,,,New Development,Multi,,Magic,IFPUG 4+,,,,,10975,10975,9109,,,,,,,11.3,,,Specification;Design;Build;Test;,,,,,,,9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,,Magic;ASP.NET;C#;SQL Server;JavaScript;,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20994,C,,2008,Manufacturing,Aerospace / Automotive;,Real-Time Application,Software for machine control;,Enhancement,,3GL,C,COSMIC,33,S,,,440,440,440,13.3,13.3,13.3,,1.4,,24.0,,17-Nov-2008,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSMIC 3.0,COSMIC 3.0;,,,C;,,,,,,,,,,,,,,,,,,,,,,,,,DE   (Mobile or Device Embedded),,,1,,,,,15-20%,,,,,,0,33,0,13,5,9,6,,,
20995,B,,2008,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,COSMIC,507,M2,,,7423,7423,6755,14.6,14.6,13.3,,43.0,,11.8,,18-Nov-2008,,,0,242,4381,1977,155,0,,,,,,,"CMMI Level-1,5",,,,,,,,,,,,,Web,,,,,,,,,,,,,,,,,,,,Wholly manual;,COSMIC 3.0,COSMIC 3.0;,,,COBOL;,Tandem/NSK;,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
20996,A,A,2005,Service Industry,Real Estate & Property Services;Community Services;,Business Application,Catalogue/register of things or events;Workflow support & management;,New Development,Multi,3GL,C#,IFPUG 4+,274,M1,274,1.00,6910,6910,6910,25.2,25.2,25.2,0.0,30.4,1.8,9.0,0.00,01-Jul-2005,Planning;Specification;Design;Build;Test;Implement;,,,,,,,6910,0,,,0,,,,,,,,,,Client server,Yes,Data entry & validation;Data retrieval & presentation;Web/HTML browser;,,,,,,,,,,,,,Business Case;Feasibility Study;Project Schedule;Resource Plan;Risk Analysis;,System Concept Document;User Interface Prototype;Use Case Model;Storyboards;,,Technical Specification;User Interface Prototype;Component Designs;Database/Data File Design;,,Source Code/Objects;Database Objects;Graphics Items/Images;Unit Test Plans/Designs;,Unit Testing;Code Review/Inspection;,Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;,,Installation Procedures;Release Description/Notes;End user Manual or Help;,Prepare for Delivery/Installation;Install Software for Users;Acceptance/Beta Testing;,Manual supported by a tool;,IFPUG 4.2,IFPUG 4.2;,IFPUG rules;,,C#;,Windows;,Visual Studio .NET;,Visual Studio .NET;,DB2;,,,,50% of effort for primary platform;,,A:G;PL/I;,Z/OS;,SQL Server;,,,,50% of effort for secondary platform;,,Yes,Combined Developed/Purchased;,,,,,"Customer & users 1 org, team in another;",,,Recorded work on project tasks each day,1,15-20,17,,,,66,12,88,58,50,274,,,,,,,,,
20997,B,B,1998,Manufacturing,Manufacturing;,Business Application,Financial transaction process/accounting;,New Development,PC,4GL,DELPHI,IFPUG 4+,1151,L,1151,,2414,2414,2414,2.1,2.1,2.1,,52.6,52.6,21.9,,15-Oct-1998,,,,,,,,2414,,,,,,,,,,,,,,,,,,,,,Rapid Application Development (RAD);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,Delphi;,,,,,,,,,,,,,,,,,,,,,,,,,,,Timesheets,1,1,1,,,,,,,,,1151,,,,,,,,,
21012,D,A,2009,Electronics & Computers,Computers & Software;,,,Enhancement,MF,3GL,PL/I,IFPUG 4+,62,S,61,0.98,1938,1938,1938,31.3,31.3,31.8,0.0,10.3,1.1,6.0,,23-Aug-2009,,0,352,361,994,117,114,0,,,,0,,,,,,,,,,Stand alone,,,,,,,Incremental;,,,,,,,,,,,,,,Unit Testing;,,Integration Testing;,,,,IFPUG 4.2,IFPUG 4.2;,,IBM Mainframe;,PL/1;,Windows;,,,Yes,,,,,,,,,,,,,,,,,,5,,,,,Staff hours (recorded),1,9-14,9,,,,,,,,,,,,,,,,,,
21017,B,B,2010,Manufacturing,Manufacturing;,Business Application,IT management;,New Development,PC,3GL,PHP,IFPUG 4+,292,M1,292,,,1182,1087,,4.0,3.7,0.0,41.1,,7.1,,05-Oct-2010,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,General;,,,,,,,No,,Multi-tier with web public interface,No,,,Multi-tier with web public interface;,,Web,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,PHP;,Linux;,,,MySQL;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,,,,,In House;,,,Staff hours (recorded),3,,,,,,,,,,,,,,,,,,,,
21026,B,B,1998,Government,Government;,Business Application,Government;,New Development,PC,4GL,DELPHI,IFPUG 4+,173,M1,173,,526,526,526,3.0,3.0,3.0,,13.6,13.6,12.7,,10-Jan-1998,,,,,,,,526,,,,,,,,,,,,,,,,,,,,,Rapid Application Development (RAD);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,Delphi;,,,,,,,,,,,,,,,,,,,,,,,,,,,Timesheets,1,1,1,,,,,,,,,173,,,,,,,,,
21030,B,B,2013,Communication,Telecommunications;,Business Application,Customer billing;,Enhancement,Multi,,,IFPUG 4+,65,S,65,,163,163,163,2.5,2.5,2.5,,13.8,,4.7,,17-Nov-2013,,,,,,,,163,,,,,,,,,,,,,,Multi-tier,,,,,,,Waterfall (incl Linear Processing & SSADM);,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,,,,,,Yes,,,,,,,,,,,,,IFPUG 4.3,IFPUG 4.3.1;,,,Lenguaje propio stratus;,,,,,,,,,,,,,,,,,,,,,,,,Outsourced;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21040,B,B,2012,,,,,Enhancement,Multi,4GL,Oracle,NESMA,34,S,34,,503,503,387,14.8,14.8,11.4,,5.3,,6.4,,,Design;Build;Test;,,,,,,,387,,,,,,,,,,,,,,Client server,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,NESMA,NESMA;,,,Oracle Forms;,,,,,,,,,,PL/SQL;,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21047,C,B,2008,Insurance,Insurance;,,,Enhancement,MF,3GL,COBOL,FiSMA,514,M2,,,13605,13605,5850,26.5,26.5,11.4,,,,9.5,0.47,29-Aug-2008,Design;Test;Implement;,,,,,,,5850,,,,,,,,,,,,,,Stand alone,,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,MAINFRAME;,COBOL;,,,,,,,,,,,,,,,,,,Yes,,,,6 - 50,,In-house for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21048,A,,2008,Communication,Communications;,Business Application,,New Development,Multi,4GL,Oracle,COSMIC,249,M1,,,6524,6524,4828,26.2,26.2,19.4,,62.3,,4.0,,11-Jan-2008,,,,1063,2508,1257,,0,,,,,,,CMMI Level 2,,,,,,,Client server,Yes,,,,,Web,,,,,,,,,,,,,,,,,,,,Wholly manual;,COSMIC 2.2,COSMIC 2.2;,,,Oracle;,Web application;,,,,,,,,,,,,,,,,,,,,,,,,Multi Platform,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21050,B,B,2001,Communication,Telecommunication;,,,New Development,PC,3GL,Visual Basic,FiSMA,285,M1,,,2159,2159,2159,7.6,7.6,7.6,,,,7.0,3.0,31-Dec-2001,Planning;Specification;Design;Build;Test;Implement;,,187,187,1185,600,,0,,,,,,,,,,,,,,,,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,PC-Network;,Visual Basic;,,,,,,,,,,,,,,,,,,Yes,,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21058,B,B,2012,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,14,XS,14,,6190,6190,6190,442.1,442.1,442.1,,0.9,0.0,16.0,,22-Dec-2012,Planning;Specification;Design;Build;Test;Implement;Proj Management;,176,260,371,3459,32,891,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,81-90,86,,,,,,,,,,,,,,,,,,
21061,A,B,2000,Communication,Communications;,Business Application,Management Information System;,New Development,MR,4GL,ABAP,IFPUG 4+,4887,XL,4887,,38886,38886,32275,8.0,8.0,6.6,,157.6,6.9,31.0,,Sep-2000,Specification;Build;Test;,,11589,,16284,4402,,0,,,,,Telecommunications;,,,,,,,Yes,Customisation using package facilities,Stand alone,,,,,,,Multifunctional Teams;,Process Modelling;Prototyping;,,,,,,Yes,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Combined all tables into a single file;,HP 9000;,ABAP;SQL;,UNIX;,,,Oracle;,,,,,,,,,,,,,,Yes,Combined Developed/Purchased;,1,3,,70,Outsourced for internal business unit;,,,Staff hours (recorded),1,21-30,23,23,100%,,,,,,,,,,,,,,,,
21068,B,B,2005,Banking,Banking;,,,New Development,,3GL,Java,IFPUG 4+,1168,L,1168,,9204,9756,9756,7.9,8.4,8.4,0.0,,,,,20-May-2005,,1290,0,1950,4320,1620,24,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,Java;,SunSolaris;,,,Oracle;,,,,% of language recorded 100%;,,,,,,,,,,,,,,,,,,,Recorded hours on each project/day/week,4,9-14,10,,,,,,,,,,,,,,,,,,
21069,A,A,1996,Insurance,Insurance;,,,Enhancement,MF,3GL,COBOL,IFPUG old,153,M1,164,1.06,,2791,2791,,18.2,17.0,,13.9,,11.0,0.00,Oct-1996,Planning;Specification;Build;Test;Implement;,,,,,,,,,,,,,,,,,,,No,,Stand alone,No,,,,,,Joint Application Development (JAD);Multifunctional Teams;,Regression Testing;,Yes,,,,,,,,,,,,,,,,,Wholly manual;,IFPUG 3;IFPUG 4;,IFPUG 3;IFPUG 4;,Input;,IBM MAINFRAME;,COBOL II;,MVS;,,Expediter;,DB2;,,,,,,,,,,,,,No,Yes,Developed In-house;,1,1,,,In-house for internal business unit;,,,'Productive' time only (recorded),2,,,,,,52,56,18,7,20,110,43,0,,,,,,,
21070,A,A,1999,Communication,Communications;,Business Application,Management Information System;,Enhancement,,4GL,Oracle,IFPUG 4+,144,M1,145,1.01,742,894,742,5.2,6.2,5.1,,48.0,12.0,3.0,,Jun-1999,Specification;Build;Test;,,,,,,,742,,,,,Telecommunications;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Combined all tables into a single file;,,Oracle;,,,,,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,3-4,4,4,100%,,48,10,72,14,0,144,0,0,,,,,,,
21072,B,B,2011,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,12,XS,12,,3181,3181,2704,265.1,265.1,225.3,,1.0,0.1,12.0,,03-Mar-2011,Specification;Design;Build;Test;Proj Management;,0,172,155,159,1876,0,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,15-20,18,,,,,,,,,,,,,,,,,,
21082,B,B,2002,Government,Public Administration;,,,Enhancement,MF,4GL,NATURAL,FiSMA,180,M1,,,4100,4100,2173,22.8,22.8,12.1,,,,7.0,2.0,28-Feb-2002,Build;Implement;,,,,2173,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,Mainframe;,NATURAL 2;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21090,B,,2006,Financial,"Financial (Banking, Insurance, Stock);",Business Application,Workflow support & management;,New Development,PC,3GL,Java,LOC,,,,,1248,1248,1248,,,,,,,6.9,,,Planning;Specification;Design;Build;Test;Implement;,115,329,114,414,136,140,0,,,,,"Financial (Banking, Insurance, Stock);",,,,,,,,,Client server,Yes,,,,Browser-server Architecture;,,,Recursive Model;,,,,,,,,,Specification Review;,,Design Review/Inspection;,,,,,,,,,,,,Java;,Windows 2000;,RAD 6.0;,,SQL Server 2000;,,,,,,,,,,,,,,Yes,Developed In-house;,,1,,30,"Customer & users 1 org, team in another;",,,Staff hours (recorded),1,3-4,3,1.7,,,,,,,,,,,,,,,"25,632",,
21091,C,B,2008,Insurance,Insurance;,,,Enhancement,MF,3GL,PL/I,FiSMA,160,M1,,,2000,2000,860,12.5,12.5,5.4,,,,4.3,0.30,22-Apr-2008,Design;Test;Implement;,,,,,,,860,,,,,,,,,,,,,,Stand alone,,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,MAINFRAME;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,1,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21097,B,B,2011,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MF,3GL,RPL,IFPUG 4+,63,S,63,,,693,638,,11.0,10.1,0.0,18.0,,3.5,,13-Jan-2011,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,Sales;,,,,,,,No,,Stand alone,No,,,Mainframe;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,RPL;PL/1;DL/1;,MVS;,,,DL/1;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,In House;Medium relationship;,,,Staff hours (recorded),,,,,,,,,,,,,,,,,,,,,
21099,D,A,2002,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,IFPUG 4+,96,S,96,,1638,1638,1638,17.1,17.1,17.1,,32.0,,3.0,0.00,31-Dec-2002,Planning;Specification;Build;Test;,,,,,,,1638,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,COBOL/MVS;,MVS;,,,IMS;,,,,,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (recorded),1,,,,100%,under 5%,24,28,0,0,45,97,,,,,,,,,
21102,B,B,2008,Communication,Communications;,Real-Time Application,Telecom & network management;,Enhancement,Multi,3GL,C++,IFPUG 4+,116,M1,151,1.31,1400,1400,1400,12.1,12.1,9.3,,16.6,3.3,7.0,,17-Oct-2008,,70,240,315,350,245,180,0,,,,,,Software-CMM Level 5,CMMI Level 5,,ISO 9002 ISO 9001:2000,,,,,Multi-tier with web public interface,Yes,Data retrieval & presentation;Web/HTML browser;,Database server;FTP server;HTML/web server;Object/component server;,,,Web,,Data Modelling;Object Oriented Analysis;Object Oriented Design;,,,,,,,Feasibility Study;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Software Development Plan;,Requirements Specification;User Interface Prototype;Graphical Look & Feel;Logical Data/ER Model;,Specification Review;,User Interface Prototype;Graphical Look & Feel;Component Designs;Software Interface Designs;Detailed Design Documents;Module/Unit/Class Designs;,Structured Design;Design Review/Inspection;,Source Code/Objects;Database Objects;Graphics Items/Images;Unit Test Plans/Designs;,Unit Testing;Code Review/Inspection;Software Integration;System Integration;,Test Plans/Designs;,Regression Testing;,Installation Procedures;Release Description/Notes;,Prepare for Delivery/Installation;Install Software for Users;Acceptance/Beta Testing;Provide User Support;,,IFPUG 4.2,IFPUG 4.2;,,,C++;,HP-UX;,Eclipse;,,Oracle;,CORBA;,Apache Tomcat;,,,,Java / JSP;,Windows;,,,,,,,Yes,Developed In-house;,,1,5,3,"Customer & users 1 org, team in another;",Multi Platform,,Recorded total hours each day or week,1,5-8,5,1.5,,5% - 10% of recorded effort,70,21,21,0,0,9,103,0,,,,,,,
21103,B,B,2003,Insurance,Insurance;,,,Enhancement,MF,3GL,PL/I,FiSMA,46,S,,,220,220,220,4.8,4.8,4.8,,,,3.0,0.00,30-May-2003,Planning;Specification;Design;Build;Test;Implement;,,39,70,93,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,Mainframe;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
21104,B,C,2006,,,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,IFPUG 4+,,M1,241,,3184,3184,3184,,,13.2,,,,6.5,,2006,,,,,,,,3184,,,,,,,,,,,,,,,,,,,,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,.Net;,,,,Interactive;,,,,Web e-bus;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
